id,category,percent
dhj7pq,89,100.0
dhj7xv,67,100.0
dhj7zc,65,53.583400834390915
dhj7zc,66,46.41659916560909
dhj751,133,45.63682354956446
dhj751,134,54.36317645043553
dhje8p,66,21.245713797855455
dhje8p,67,78.75428620214456
dhj6y1,119,100.0
dhj6v3,118,100.0
dhj6z1,108,100.0
dhj7hy,110,100.0
dhj7s1,9,36.773252725958585
dhj7s1,10,63.22674727404141
dhj6g2,115,100.0
dhje2q,80,100.0
dhj7n7,102,24.21278445476608
dhj7n7,107,75.78721554523393
dhj7m5,43,43.371644263699245
dhj7m5,45,56.62835573630075
dhj762,1,100.0
dhj7jx,99,64.80632442674421
dhj7jx,104,35.19367557325578
dhj7mk,51,100.0
dhj770,3,36.45460792462936
dhj770,4,63.54539207537064
dhjedx,69,71.52925048901304
dhjedx,70,28.47074951098696
dhj7ns,102,60.68579338639809
dhj7ns,107,39.31420661360191
dhj6xj,108,100.0
dhj6v5,116,33.539254293548495
dhj6v5,117,66.4607457064515
dhj7wz,62,65.85901241196768
dhj7wz,64,34.14098758803233
dhj7xp,63,66.34232092474626
dhj7xp,64,33.65767907525373
dhj6v6,118,100.0
dhj7r9,89,100.0
dhj6us,114,100.0
dhjec9,68,100.0
dhj7qw,73,57.42692784041951
dhj7qw,84,42.57307215958049
dhj7kj,8,100.0
dhj7s6,9,100.0
dhj7r1,88,100.0
dhj6ts,120,100.0
dhj7wq,59,100.0
dhj7mm,40,40.88904692990631
dhj7mm,41,59.110953070093686
dhj7pg,90,40.18893095800593
dhj7pg,91,37.3362262512618
dhj7pg,92,22.474842790732275
dhje04,92,100.0
dhj6uf,114,36.99859980831822
dhj6uf,117,63.00140019168179
dhj7qm,50,25.896342694109727
dhj7qm,81,45.931584417503814
dhj7qm,83,28.172072888386467
dhje03,92,56.62882750642949
dhje03,93,43.37117249357051
dhj7tc,33,28.11134458896222
dhj7tc,34,30.34868855586942
dhj7tc,35,41.53996685516837
dhj7jj,110,45.898707202147634
dhj7jj,111,54.10129279785237
dhj7ne,107,100.0
dhj7hc,112,52.374679828421876
dhj7hc,114,47.62532017157812
dhj7kh,7,66.57671674286787
dhj7kh,8,33.423283257132134
dhj7s0,10,100.0
dhj7zf,65,64.81031154995122
dhj7zf,66,35.18968845004879
dhj775,2,37.332960752951635
dhj775,3,62.667039247048365
dhj7hq,126,45.53617759334322
dhj7hq,127,30.784249619351577
dhj7hq,128,23.679572787305208
dhj7yb,62,100.0
dhj7xs,67,100.0
dhj7s8,9,47.06978705936188
dhj7s8,11,52.930212940638114
dhj7qj,49,39.7807606758338
dhj7qj,50,60.21923932416621
dhj77g,5,44.11342514590846
dhj77g,6,55.88657485409154
dhj6vu,108,21.767016319322728
dhj6vu,119,78.23298368067728
dhj6uk,114,100.0
dhj6tr,120,100.0
dhj7qh,49,32.773898244737225
dhj7qh,50,67.22610175526277
dhj7kz,19,26.722030612545762
dhj7kz,20,42.879696285495896
dhj7kz,21,30.398273101958345
dhjecc,68,100.0
dhj7ru,80,100.0
dhj6z0,108,100.0
dhj7mg,52,64.44712183301039
dhj7mg,54,35.55287816698963
dhj77s,3,23.976971952379774
dhj77s,5,55.62747506709014
dhj77s,6,20.39555298053009
dhje06,92,24.945780323417466
dhje06,93,75.05421967658255
dhj6gm,115,47.06357307286951
dhj6gm,134,52.9364269271305
dhj7rq,80,100.0
dhjeb6,65,60.457583067368795
dhjeb6,66,39.5424169326312
dhj6ud,114,25.020338865850743
dhj6ud,117,74.97966113414925
dhj779,6,100.0
dhj7np,96,43.33781702346412
dhj7np,100,29.914375210331727
dhj7np,101,26.74780776620415
dhj6ut,114,74.08344626366976
dhj6ut,116,25.91655373633025
dhj6t0,120,100.0
dhj7kr,8,42.81373124651665
dhj7kr,10,27.059950099912754
dhj7kr,11,30.126318653570593
dhj6y6,108,34.307659200792166
dhj6y6,119,65.69234079920784
dhj7pc,91,100.0
dhj7jr,94,68.80368073870422
dhj7jr,109,31.196319261295802
dhj7jd,108,27.66960060877983
dhj7jd,113,72.33039939122017
dhj7nt,102,76.84939204045158
dhj7nt,107,23.150607959548424
dhj7jc,106,29.555143431163916
dhj7jc,108,70.44485656883607
dhj7wn,60,100.0
dhj7hd,114,62.90075810150755
dhj7hd,128,37.099241898492444
dhj7mn,21,40.76019503935022
dhj7mn,40,59.23980496064978
dhj6gp,133,21.652719445033615
dhj6gp,134,78.34728055496639
dhje84,79,68.66540302885262
dhje84,80,31.334596971147384
dhj7tk,14,55.184721455814
dhj7tk,16,44.81527854418601
dhj6fw,134,100.0
dhj7pr,89,100.0
dhj7hs,128,100.0
dhj7w0,35,31.288757366095194
dhj7w0,55,68.71124263390482
dhj7ty,30,25.92552628847256
dhj7ty,60,74.07447371152745
dhj756,132,42.371168986255235
dhj756,133,57.628831013744765
dhj77z,5,65.69338315143364
dhj77z,10,34.30661684856637
dhj7nt,102,76.76780411303474
dhj7nt,107,23.232195886965254
dhj76g,1,47.60204943602846
dhj76g,2,52.39795056397155
dhj7hn,127,28.602521410982177
dhj7hn,130,22.294186039049258
dhj7hn,132,49.10329254996857
dhj6t0,120,100.0
dhj7j9,108,63.25909801709169
dhj7j9,113,36.74090198290832
dhj769,1,100.0
dhj7hb,112,55.060195624198585
dhj7hb,114,44.939804375801415
dhj7t0,18,49.11215060491816
dhj7t0,19,50.88784939508185
dhj6sv,117,51.23440366852636
dhj6sv,120,48.765596331473645
dhj7t7,14,38.64149619697054
dhj7t7,16,61.358503803029464
dhj769,1,100.0
dhj6vn,112,27.66797461704397
dhj6vn,116,72.33202538295603
dhje84,79,60.157601298509476
dhje84,80,39.84239870149052
dhj7x9,78,66.42692230045031
dhj7x9,80,33.57307769954968
dhj7y8,61,46.61839430994053
dhj7y8,62,53.38160569005949
dhj7hr,126,100.0
dhj6vw,113,100.0
dhj7jg,106,100.0
dhj7tm,14,71.45357271379724
dhj7tm,16,28.546427286202753
dhj7t6,16,46.94220195274469
dhj7t6,18,53.057798047255304
dhj7su,12,27.344765644436393
dhj7su,13,72.6552343555636
dhj77y,5,100.0
dhj7nj,100,24.646797117459645
dhj7nj,105,75.35320288254036
dhj7wv,59,26.340083759057986
dhj7wv,64,73.65991624094201
dhjdbk,92,20.815453317098637
dhjdbk,93,79.18454668290137
dhj77c,6,100.0
dhj6vu,108,30.67972290360361
dhj6vu,119,69.3202770963964
dhj6tj,120,100.0
dhj7w0,35,52.17485052006913
dhj7w0,55,47.82514947993087
dhj7z3,63,67.47236357385962
dhj7z3,65,32.527636426140376
dhj7t9,37,100.0
dhj759,132,60.384954846876816
dhj759,133,39.615045153123184
dhj75m,131,100.0
dhj7th,13,46.841318068582396
dhj7th,14,53.158681931417604
dhj7n7,102,27.96271472111235
dhj7n7,107,72.03728527888765
dhjeb1,65,51.03179824878013
dhjeb1,66,48.96820175121989
dhj7jb,108,100.0
dhj7j9,108,50.685138826922646
dhj7j9,113,49.314861173077354
dhj6u7,114,100.0
dhj6vn,116,100.0
dhj6u7,114,100.0
dhj7jb,108,100.0
